tiny_dog,0.125
scientific_illustration,0.097
bygone_age,-0.024
old_books,0.021
long_socks,-0.021
natural_beauty,-0.053
classic_trucks,0.039
shiny_legs,0.166
long_race,-0.042
outdoor_advertising,0.004
crazy_donkey,-0.127
lost_cat,-0.332
funny_stuff,0.156
classic_chevy,0.039
diving_couples,0.125
fluffy_dog,0.125
sticky_rice,-0.054
big_site,0.023
open_tech,-0.053
soft_toy,-0.023
beautiful_clouds,0.488
wild_wings,-0.021
creative_studio,0.035
fat_face,-0.063
high_prairie,0.025
gothic_theatre,-0.041
cold_beer,-0.216
big_boobs,0.023
happy_people,0.324
long_lashes,-0.021
slow_sync,-0.031
sexy_lips,0.446
professional_athlete,0.006
sunny_cove,0.25
cracked_paint,-0.036
dark_tourism,-0.062
open_season,-0.106
wild_touch,-0.043
ultimate_peace,-0.039
fishy_strawberry,-0.062
wet_day,-0.003
big_tree,0.023
abandoned_hospital,-0.195
creative_leadership,0.035
gothic_festival,-0.041
affordable_homes,0.125
spread_wings,0.003
skeletal_mess,0.031
contemporary_culture,0.061
spiritual_blessing,0.545
lovely_people,0.285
popular_library,0.011
empty_beach,0.07
evil_dog,-0.991
popular_music,0.161
stunning_women,0.076
cheap_time,-0.516
liberal_democrats,0.057
electric_locomotive,-0.036
sacred_architecture,0.07
happy_baby,1.148
great_grandmother,0.364
modern_luxury,1.006
model_building,0.196
scenic_landscape,0.031
wonderful_women,0.531
wild_insect,-0.074
teen_night,0.047
fine_wine,0.328
dyed_hair,-0.125
frozen_reality,-0.239
celestial_phenomenon,0.161
magical_place,0.219
antique_glass,-0.013
fantastic_places,0.281
vocal_music,-0.012
tall_trees,-0.062
running_horse,0.005
true_friends,0.871
colourful_flowers,0.004
abandoned_factory,-0.098
hard_park,-0.054
open_window,-0.053
lovely_flowers,0.285
old_course,0.021
big_box,0.069
cracked_mirror,-0.073
secret_beach,0.006
floral_dress,0.005
beautiful_garden,0.488
serious_summer,-0.162
windy_day,-0.117
magic_eye,-0.062
easy_living,0.035
beautiful_day,0.986
old_signs,0.021
abandoned_railroad,-0.098
golden_princess,0.123
endless_book,0.01
medieval_market,-0.003
broken_nails,-0.155
spooky_empire,-0.07
old_highway,0.021
old_advertising,0.021
small_child,-0.156
beautiful_scene,0.977
unanimous_winner,0.529
small_animals,-0.078
medical_team,0.008
crowded_house,0.008
old_vehicles,0.021
great_apes,0.364
gold_medal,-0.004
beautiful_couple,0.977
shattered_faith,-0.25
pretty_flowers,0.246
legal_help,0.06
small_city,-0.078
colourful_life,0.012
beautiful_children,0.488
colorful_background,0.007
silver_jewelry,0.051
scientific_study,0.039
famous_people,0.07
romantic_weekend,0.414
minor_threat,-1.305
global_shop,-0.031
little_beach,-0.056
excellent_flowers,0.75
dramatic_tone,0.09
rainy_day,-0.062
crazy_cat,-0.255
great_stuff,0.729
big_lagoon,0.023
good_friends,1.455
plastic_doll,0.042
calm_sea,0.203
single_flower,-0.136
scenic_highway,0.015
real_talk,-0.025
usual_suspects,0.008
antique_jewelry,-0.026
indoor_events,0.004
outdoor_music,0.161
magic_wings,-0.031
slow_speed,-0.031
fighting_game,-0.517
floral_school,0.003
progressive_trance,0.62
contemporary_dance,0.003
loyal_orders,0.211
sacred_concert,0.07
open_publishing,-0.053
nice_face,1.003
ancient_village,-0.004
modern_love,1.139
grand_adventure,0.519
grand_star,0.459
nice_car,0.502
dark_rides,-0.062
romantic_wedding,0.414
savage_river,-0.308
cold_weather,-0.216
global_strategy,-0.062
pretty_baby,0.992
industrial_building,0.039
stormy_clouds,-0.293
bad_boy,-0.714
severe_thunderstorm,-0.228
candid_portraiture,0.034
simple_life,0.013
high_places,0.025
low_impact,-0.527
floating_dock,-0.053
big_thunder,0.023
early_winter,-0.005
spooky_cross,-0.735
ancient_wisdom,-0.008
bad_company,-0.357
nice_capture,1.003
unusual_light,-0.078
awesome_cars,0.75
cute_kitten,0.285
true_story,0.371
foreign_exchange,-0.437
industrial_strength,0.106
late_evening,-0.006
indirect_light,-0.228
sensual_dance,-0.031
gorgeous_day,1.071
full_speed,0.008
perfect_light,0.983
broken_city,-0.155
abandoned_boys,-0.098
funny_face,0.156
natural_perfume,-0.053
golden_plate,0.123
famous_life,0.145
lovely_moment,0.58
severe_storm,-1.045
big_rocks,0.023
awesome_wedding,0.75
peaceful_demonstration,0.112
masked_ball,-0.117
painted_boxcar,-0.01
rusty_truck,-0.203
holy_mass,0.062
favorite_place,0.16
traditional_wear,0.125
classic_wheels,0.039
blank_dogs,-0.107
cute_pets,0.285
newborn_girl,0.011
exotic_flowers,0.312
beautiful_light,1.017
beautiful_ladies,0.488
electric_forest,-0.036
light_display,-0.007
special_day,0.272
golden_child,0.251
magic_cards,-0.031
industrial_metal,0.039
small_trade,-0.156
gorgeous_women,0.531
crazy_geniuses,-0.127
rocky_valley,-0.129
arctic_sunrise,-0.141
amazing_nature,1.019
common_gull,-0.041
light_motion,-0.016
classic_cars,0.039
native_animals,0.002
cold_porcelain,-0.433
dead_flowers,-0.355
ornamental_plants,0.07
last_minutes,-0.034
clean_room,0.152
modern_tiles,0.018
golden_clouds,0.123
remarkable_oblivion,0.328
moving_clouds,0.065
orthodox_wedding,0.065
early_summer,-0.005
religious_festival,-0.01
painted_lady,-0.02
colorful_world,0.003
industrial_site,0.039
classic_theatre,0.039
expectant_mother,0.098
blind_cat,-0.523
late_sun,-0.013
spectacular_landscapes,0.393
full_service,0.008
clear_springs,0.084
candid_streetshots,0.034
romantic_love,1.93
classic_driver,0.039
rising_tide,0.078
adopted_dog,0.25
concrete_texture,0.211
yummy_food,0.5
outdoor_shows,0.004
great_times,0.854
outdoor_research,0.004
hard_life,-0.109
secret_place,0.006
magic_dreams,-0.031
conservative_party,-0.025
professional_wedding,0.006
smooth_water,0.04
wild_country,-0.021
tall_tales,-0.062
empty_seat,0.07
cute_bunny,0.285
good_people,0.478
original_painting,-0.031
visual_mashups,-0.035
dark_eyes,-0.124
classic_beauty,1.266
aerial_performance,-0.039
healthy_lifestyle,0.214
hidden_face,-0.286
sleepy_eyes,-0.125
fresh_eyes,-0.105
classic_rally,0.078
antique_radio,-0.013
left_arm,-0.029
dark_mark,-0.128
painted_sky,-0.01
elementary_science,-0.057
wet_challenge,-0.475
mad_cat,-0.244
lost_city,-0.165
awesome_blossoms,0.75
thin_man,0.005
fast_cars,0.004
homeless_man,-0.508
classic_wings,0.039
tall_buildings,-0.062
open_mouth,-0.053
domestic_violence,0.003
silly_girl,-0.461
easy_action,0.086
global_gathering,-0.031
friendly_game,0.375
holy_island,0.062
historic_reenactment,0.035
fake_fur,-0.916
old_guard,0.021
old_people,0.021
snowy_river,0.013
fit_chicks,0.159
exotic_dancer,0.312
bad_cat,-0.716
great_portrait,0.364
great_smile,1.745
moving_truck,0.161
mysterious_island,-0.019
golden_rose,0.123
active_kids,-0.005
dark_lady,-0.124
sweet_life,0.393
silent_hill,-0.022
working_dog,0.016
golden_ears,0.123
bright_sun,0.022
high_country,0.025
dead_frog,-0.355
cute_girl,0.573
tropical_depression,-1.609
working_women,0.008
formal_gown,0.006
crazy_eyes,-0.253
proud_parents,0.41
toothy_smile,1.266
exotic_birds,0.312
good_smile,1.971
cheap_girls,-0.258
industrial_culture,0.134
healing_garden,0.383
popular_party,0.004
creative_agency,0.035
little_trip,-0.167
good_boy,0.967
scenic_drive,0.056
real_beauty,-0.019
inanimate_objects,-0.188
painted_figure,-0.031
light_installation,-0.007
antique_vehicles,-0.013
super_cars,0.047
votive_candles,0.008
elderly_woman,0.125
historic_virginia,0.035
late_summer,-0.006
wet_leaves,-0.002
rotten_places,-0.364
medieval_combat,-0.505
slow_water,-0.062
global_challenge,-0.534
torn_paper,-0.203
interesting_clouds,0.196
empty_frame,0.147
floral_display,0.003
pretty_feet,0.246
bad_manners,-0.357
open_days,-0.053
good_mood,0.478
broken_window,-0.155
abandoned_graffiti,-0.211
colorful_sunsets,0.003
outdoor_track,0.008
abandoned_tunnel,-0.098
great_depression,0.729
next_generation,-0.003
full_circle,0.008
historic_village,0.035
creative_director,0.035
historic_downtown,0.035
great_tower,0.734
mixed_bag,-0.039
wild_duck,-0.047
artistic_portrait,0.193
standing_rock,-0.159
creative_play,0.07
happy_vacation,0.324
old_village,0.021
long_dress,-0.047
high_creativity,0.065
dry_forest,-0.057
remote_cabin,0.003
global_fund,-0.031
exotic_animals,0.312
lucky_charms,1.38
naked_men,-0.015
good_food,0.955
odd_future,-0.021
classical_guitar,0.022
fresh_start,-0.111
electric_rail,-0.036
medieval_fortress,-0.003
colourful_places,0.004
future_bank,0.004
commercial_building,-0.094
cold_air,-0.216
classic_vehicles,0.039
single_tracks,-0.068
broken_toys,-0.155
criminal_culture,-0.526
liquid_amber,0.018
strange_cargo,-0.003
abandoned_castle,-0.098
industrial_equipment,0.039
creative_comments,0.035
golden_beach,0.123
magic_circle,-0.031
antique_lighting,-0.03
pregnant_woman,-0.039
glacial_lake,-0.222
medieval_glass,-0.003
hairy_men,-0.031
golden_sun,0.25
antique_bronze,-0.013
natural_tunnel,-0.026
single_trail,-0.068
bad_robot,-0.357
small_mammal,-0.078
nice_composition,0.502
soft_tone,-0.02
domestic_life,0.007
cuddly_toy,0.641
classic_racing,0.039
symphonic_rock,0.538
morbid_angel,-0.292
professional_sport,0.013
colored_hair,-0.031
ancient_times,-0.008
averted_vision,-0.278
gothic_architecture,-0.041
magic_garden,-0.031
pretty_bird,0.492
long_blackhair,-0.021
magical_map,0.219
hot_drink,0.047
thin_ice,0.002
crazy_people,-0.127
sour_grapes,-0.197
big_moon,0.049
dark_canyon,-0.062
great_wolf,0.364
educational_program,0.015
gentle_river,0.147
buried_treasure,-0.391
amazing_places,0.484
low_speed,-0.264
extreme_fun,-0.004
good_job,0.955
bad_driver,-0.357
open_air,-0.053
creative_education,0.156
big_eyes,0.234
sweet_cat,0.389
high_floor,0.049
grand_ensemble,0.457
gold_bridge,-0.004
cute_cosplay,0.285
real_life,-0.019
beautiful_homes,0.488
old_wall,0.043
sacred_moon,0.144
old_orchard,0.021
open_bible,-0.053
colorful_leaves,0.003
magical_beauty,1.626
plastic_toys,0.042
old_stuff,0.043
wild_deer,-0.021
teen_boy,0.059
floral_crown,0.005
protective_clothing,0.003
little_farm,-0.056
actual_day,0.037
happy_star,0.65
bad_quality,-0.714
cold_snow,-0.216
floral_print,0.003
haunted_trail,0.036
real_tree,-0.009
final_tour,-0.065
little_dog,-0.29
happy_days,0.324
nice_guy,0.502
electric_cars,-0.036
little_boy,-0.111
incidental_people,-0.081
cool_places,0.158
floral_pattern,0.042
special_delivery,0.263
clear_day,0.177
big_tent,0.023
scenic_train,0.015
natural_monument,-0.053
modern_wing,0.018
old_computer,0.021
catholic_faith,0.695
magic_kids,-0.031
electric_trams,-0.036
beautiful_autumn,0.488
electrical_engineering,0.004
beautiful_legs,1.039
cool_dude,0.158
circular_needles,0.011
industrial_accident,0.078
personal_courage,0.441
stormy_day,-0.586
low_floor,-0.533
experimental_architecture,0.042
creative_direction,0.072
great_glen,0.364
sunny_beach,0.25
natural_world,-0.026
industrial_plant,0.078
long_weekend,-0.021
tropical_beach,-0.021
secret_cove,0.006
fine_line,0.656
large_breed,0.04
beautiful_sunset,0.488
fine_cuisine,0.328
special_effect,0.263
concrete_sculpture,0.082
great_job,0.729
lost_sea,-0.335
true_temper,0.371
rough_water,-0.538
fantastic_planet,0.281
artificial_leg,-0.104
dark_souls,-0.062
professional_dancing,0.006
beautiful_people,0.488
spiritual_journey,0.01
dark_area,-0.062
long_eyelashes,-0.021
grand_buddha,0.228
young_age,0.009
old_aberdeen,0.021
beautiful_city,0.488
big_snow,0.023
dark_field,-0.062
great_plains,0.364
comic_life,0.129
antique_silver,-0.013
little_chef,-0.056
giant_petrel,0.07
modern_lighting,0.037
cute_birds,0.285
modern_kitchen,0.018
ancient_town,-0.004
historic_costume,0.07
raw_space,-0.185
raw_reflex,-0.091
medical_emergency,0.016
holy_cross,0.125
light_rays,-0.007
running_bike,0.005
industrial_archeology,0.039
outdoor_wedding,0.004
running_track,0.01
spooky_town,-0.07
empty_bottle,0.07
sweet_ride,0.389
secret_party,0.006
low_perspective,-0.264
bald_tree,-0.091
colored_lights,-0.031
nice_shoot,1.003
classic_mustang,0.039
magic_mirror,-0.062
weird_plant,-0.422
small_architecture,-0.078
wild_nature,-0.043
outdoor_living,0.004
outdoor_cinema,0.004
reproductive_system,0.074
medical_illustration,0.082
rolling_road,0.008
natural_park,-0.026
haunted_attraction,0.639
dark_hollow,-0.624
rude_awakening,-0.234
gorgeous_eyes,1.25
broken_teeth,-0.155
amazing_adventure,1.031
sexy_pose,0.891
bright_life,0.023
dirty_money,-0.263
mad_bear,-0.121
thin_line,0.004
drunk_men,-0.125
native_trees,0.002
warm_glass,0.01
floral_arrangement,0.003
indoor_portrait,0.004
fake_vintage,-0.914
fake_beard,-0.453
grand_staircase,0.228
golden_pond,0.123
antique_furniture,-0.013
modern_furniture,0.018
extra_action,-0.083
happy_wedding,0.324
exotic_vacation,0.312
global_service,-0.031
funny_animal,0.156
heavy_artillery,-0.013
gothic_sculpture,-0.041
happy_couple,0.648
sandy_beach,-0.004
simple_man,0.01
giant_screen,0.07
comic_strip,0.125
organic_vegetables,0.044
special_shape,0.314
small_flower,-0.156
antique_gold,-0.026
acting_performance,0.032
cute_animal,0.57
bold_dog,0.161
mythical_beast,-0.132
slow_party,-0.031
abandoned_structure,-0.098
outdoor_installation,0.004
haunted_hospital,0.096
divine_mother,0.222
ruined_city,-0.213
floral_fantasy,0.005
stormy_seas,-0.293
lazy_dog,-0.429
medical_research,0.008
future_car,0.004
sleepy_dog,-0.304
burning_sun,-0.234
bad_news,-0.714
tropical_scenery,-0.021
great_race,0.732
small_breed,-0.078
young_money,0.009
sweet_food,0.389
spooky_cemetery,-0.07
poor_boys,-0.306
deep_creek,0.025
active_holidays,-0.005
magic_mushrooms,-0.031
heavy_vehicles,-0.013
big_valley,0.023
lucky_soul,0.44
medieval_reenactment,-0.003
rough_sea,-0.543
naked_women,-0.015
outdoor_class,0.063
antique_truck,-0.026
super_dogs,0.047
illegal_immigration,-0.281
relentless_energy,-0.289
golden_hall,0.123
amazing_grace,2.16
wet_dog,-0.182
technical_illustration,0.119
light_walk,-0.014
small_dog,-0.335
competitive_eating,0.039
tropical_plants,-0.021
organic_soap,0.044
bare_branches,-0.068
big_river,0.023
medieval_castle,-0.003
industrial_steam,0.039
native_dances,0.002
outdoor_learning,0.078
young_animal,0.019
brutal_truth,-0.758
junior_school,-0.104
forgotten_realm,-0.031
rich_people,0.062
haunted_castle,0.036
fluorescent_lamp,0.035
real_deal,-0.009
special_order,0.265
extreme_fitness,-0.004
little_baby,-0.111
safe_haven,0.164
funny_people,0.078
cosmopolitan_city,-0.011
slow_boat,-0.031
dark_beach,-0.062
good_cause,0.955
great_people,0.364
natural_landscape,-0.069
future_loss,0.008
flightless_bird,-0.263
broken_ankle,-0.155
light_trails,-0.007
sad_clown,-1.342
magic_moments,-0.031
old_public,0.021
living_food,0.102
pretty_nails,0.246
smart_study,0.37
rare_bird,-0.13
sexy_women,0.446
full_day,0.025
natural_excellence,-0.053
prepared_food,0.182
historic_event,0.035
old_lady,0.048
outdoor_challenge,0.008
golden_sands,0.123
sexy_boy,0.903
dead_fish,-0.355
electric_storm,-0.662
funny_shirts,0.078
gold_life,-0.008
different_view,0.019
old_window,0.021
funky_monkey,-0.086
crying_baby,-1.172
personal_project,0.025
hot_babes,0.017
sedimentary_rock,-0.062
beautiful_capture,0.977
good_feelings,1.189
classic_racer,0.039
fake_party,-0.453
strong_light,0.043
flat_roof,-0.036
funny_farm,0.078
wet_bar,-0.002
changing_table,0.07
indoor_rowing,0.004
tropical_park,-0.021
super_series,0.047
beautiful_strangers,0.488
happy_face,0.648
gothic_church,-0.041
crazy_kids,-0.127
open_university,-0.053
cool_hair,0.158
orthodox_christianity,0.065
running_event,0.005
gold_cat,-0.01
little_scream,-1.632
traditional_craft,0.209
wild_child,-0.043
endangered_wildlife,-0.321
stylish_disco,0.308
real_skin,-0.009
narrow_water,0.034
gold_dress,-0.013
visual_poetry,-0.093
evil_eye,-0.812
good_music,1.108
skinny_girl,0.105
light_gold,-0.014
young_women,0.009
distant_journey,0.008
beautiful_eyes,1.165
electrical_box,0.031
paid_job,0.177
prime_macro,0.053
crazy_hair,-0.127
feral_pigeon,-0.07
golden_book,0.123
traditional_dancers,0.062
cute_kids,0.285
outdoor_portrait,0.004
industrial_engineering,0.039
wild_play,-0.057
old_belvedere,0.021
holy_lake,0.062
old_cars,0.021
sexual_assault,0.068
developed_country,0.024
creative_center,0.071
antique_cars,-0.013
fluorescent_light,0.11
medical_school,0.008
special_convention,0.132
personal_space,0.05
deviant_scrap,0.234
old_bus,0.043
modern_house,0.018
wet_bikini,-0.002
equal_vision,0.008
classic_space,0.078
tropical_trees,-0.021
abandoned_hotel,-0.098
high_speed,0.025
great_fen,0.364
medieval_festival,-0.003
bright_moon,0.022
magnetic_poetry,0.128
standing_water,-0.159
elementary_age,-0.029
magic_light,-0.062
extreme_activity,-0.004
wild_world,-0.021
good_train,0.478
full_dress,0.016
working_man,0.017
selfless_service,0.383
plastic_cup,0.085
light_sport,-0.05
fluffy_kitten,0.062
frozen_sea,-0.244
twisted_wheel,0.008
paranormal_activity,-0.414
little_sir,-0.056
commercial_property,-0.094
indoor_pool,0.01
small_business,-0.156
ancient_observatory,-0.004
old_factory,0.021
stone_beach,0.008
single_light,-0.136
tropical_fruit,-0.021
premature_baby,-0.021
open_community,-0.053
beautiful_lady,0.982
nice_house,0.502
long_necklace,-0.021
tiny_bird,0.125
broken_bridge,-0.155
seamless_background,0.205
bad_ideas,-0.357
colored_shadows,-0.031
open_life,-0.106
painted_wall,-0.069
funny_signs,0.078
big_brothers,0.023
plastic_model,0.113
healthy_kids,0.214
exotic_destination,0.312
perennial_garden,0.003
funny_cats,0.078
silent_scream,-1.565
living_dolls,0.051
elementary_education,-0.057
electric_motor,-0.073
golden_arrow,0.123
stunning_scenery,0.076
fresh_pond,-0.052
playing_field,0.125
early_bay,-0.017
dirty_couple,-0.541
golden_wedding,0.123
naked_girls,-0.015
high_mountain,0.025
hot_boys,0.017
nether_lane,-0.011
liquid_science,0.044
outdoor_bars,0.004
cultivated_landscape,0.135
great_fire,0.729
creative_training,0.273
temporary_tattoos,0.047
old_lamp,0.021
traditional_clothes,0.062
missing_link,-0.285
real_toy,-0.025
protected_species,-0.562
happy_weekend,0.324
camp_staff,-0.094
tired_pony,-0.144
lovely_doll,0.285
professional_lighting,0.013
short_bed,-0.153
global_network,-0.031
domestic_cat,0.003
wild_plants,-0.021
low_flow,-0.264
monumental_sculpture,0.094
broken_doll,-0.155
floral_garden,0.003
broken_tree,-0.155
dark_humor,-0.124
dead_people,-0.355
golden_spike,0.248
experimental_technique,0.042
fallen_hero,-0.02
friendly_freckles,0.188
sparkling_heart,0.07
single_view,-0.205
amazing_hair,0.484
open_studio,-0.053
spectacular_nature,0.836
hot_party,0.017
dirty_diaper,-0.263
hidden_gem,-0.276
scenic_view,0.031
scary_places,-0.656
environmental_disaster,-0.638
bad_reaction,-0.714
snowy_weather,0.013
global_change,-0.062
formal_ball,0.006
silver_wire,0.018
exotic_carshow,0.312
skinny_legs,0.164
sparkling_water,0.011
extreme_closeup,-0.002
dead_grass,-0.355
snowy_plover,0.013
small_stuff,-0.169
bottom_bracket,-0.039
empty_shop,0.07
natural_pool,-0.053
formal_portrait,0.006
extreme_weather,-0.002
pretty_women,0.246
weird_portrait,-0.203
historic_highway,0.035
attractive_women,0.276
global_health,-0.062
derelict_light,-0.105
smart_people,0.181
morbid_death,-1.388
electric_hybrid,-0.036
crescent_moon,0.065
small_scale,-0.167
tiny_people,0.062
cool_office,0.158
cold_cave,-0.216
dead_roses,-0.355
full_sun,0.019
native_wildlife,0.002
muddy_river,-0.252
long_distance,-0.045
high_spirits,0.025
original_drawing,-0.031
original_pattern,-0.062
beautiful_freak,0.977
gothic_statue,-0.041
circular_polariser,0.011
big_nose,0.064
hot_wings,0.017
native_flowers,0.002
clear_glass,0.084
modern_decor,0.018
dark_comedy,-0.062
muddy_couple,-0.52
frozen_landscape,-0.255
late_fall,-0.038
beautiful_birds,0.488
hot_studio,0.017
gold_city,-0.004
strange_boys,-0.003
famous_buildings,0.07
crazy_children,-0.127
open_light,-0.106
sexy_santa,0.953
natural_phenomena,-0.026
electric_eye,-0.073
beautiful_weddings,0.488
sexy_lady,0.896
incredible_nature,0.55
fake_moustache,-0.453
bad_lighting,-0.718
little_boots,-0.056
beautiful_soap,0.488
classical_dance,0.022
classic_metal,0.039
soulful_flower,-0.234
natural_springs,-0.026
rocky_bay,-0.265
sexy_body,0.446
dry_season,-0.114
high_boots,0.025
rotten_sound,-0.364
stunning_views,0.076
hot_cosplay,0.017
ornamental_gardens,0.07
light_scars,-0.007
sad_times,-1.286
modern_era,0.037
classic_yacht,0.039
endangered_animal,-0.782
traditional_medicine,0.141
glacial_ice,-0.222
environmental_pollution,-0.503
traditional_dancing,0.062
dark_fairy,-0.132
fake_house,-0.453
wet_print,-0.002
old_master,0.087
blank_canvas,-0.107
dirty_land,-0.525
sharp_teeth,0.008
teen_room,0.082
delicious_food,1.031
beautiful_cupcakes,0.488
dramatic_theater,0.045
empty_road,0.07
dark_forest,-0.062
short_stay,-0.076
long_canyon,-0.021
extra_favorite,-0.083
shared_space,0.008
rustic_cabin,0.003
modern_movement,0.037
industrial_waste,0.078
cute_puppy,0.285
empty_house,0.07
magical_music,0.591
sexy_arms,0.446
scenic_route,0.015
mature_men,0.009
royal_bank,0.029
good_magazine,0.478
gold_eyes,-0.008
waiting_people,0.031
wild_endurance,-0.043
modern_surrealism,0.018
blooming_tree,-0.024
tiny_planet,0.062
silent_protest,-0.544
blank_space,-0.216
magic_lantern,-0.031
wet_nose,-0.003
old_pier,0.021
colored_background,-0.062
closed_door,-0.07
hot_pools,0.017
skinny_jeans,0.051
cool_valley,0.158
interior_decoration,0.014
sunny_day,0.509
stuffed_bear,-0.035
cloudy_sunset,-0.008
golden_king,0.25
holy_buildings,0.062
big_force,0.046
rounded_edges,0.031
altered_sign,-0.005
historic_hotel,0.035
normal_skin,-0.002
handsome_boy,0.832
cute_soap,0.285
fabulous_flowers,0.364
tropical_butterflies,-0.021
industrial_ruins,0.039
armoured_vehicle,-0.008
lost_river,-0.165
bad_hair,-0.357
wild_grass,-0.021
fair_contract,0.315
large_family,0.04
silly_faces,-0.23
wet_jeans,-0.002
interesting_cat,0.391
wet_lady,-0.003
sweet_tea,0.195
little_guy,-0.056
historic_buildings,0.035
teen_magazine,0.024
bright_sunshine,0.483
last_flight,-0.068
abandoned_warehouse,-0.098
official_wedding,0.006
outdoor_lighting,0.008
high_road,0.025
lost_bear,-0.165
frozen_river,-0.119
young_friends,0.519
wet_shirt,-0.002
deep_bay,0.05
deep_thought,0.05
dead_nature,-0.711
clean_city,0.059
dry_leaves,-0.057
great_work,0.731
special_operations,0.132
high_relief,0.57
baked_goods,-0.015
smiling_girl,0.612
wild_water,-0.043
traditional_architecture,0.062
late_dinner,-0.006
extra_evil,-1.119
final_year,-0.065
grand_oasis,0.228
outdoor_dining,0.004
open_world,-0.053
real_word,-0.009
sandy_shoreline,-0.004
contemporary_realism,0.011
tropical_reef,-0.021
sitting_buddha,-0.141
